feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id,label_model,prob
V3,23.789865,V2,V0,3606.057846,V3,V2,2.0,V2,V0,4.0,V3,33.977052,none,V2,1.0,V2,1.0,yes,yes,0,21,0,0.9609405994415283
V0,42.064941,V2,V0,2039.211137,V0,V2,3.0,V2,V0,4.0,V2,27.242781,bank,V1,1.0,V3,1.0,none,yes,0,21,1,0.8018579483032227
V2,17.868748,V2,V3,2280.940281,V0,V4,4.0,V3,V0,4.0,V2,31.519805,none,V0,1.0,V2,1.0,none,yes,0,21,0,0.7623780369758606
V1,31.62054,V2,V0,12178.988241,V1,V1,3.0,V2,V0,1.0,V2,48.029056,none,V1,1.0,V2,2.0,none,yes,0,21,1,0.757023274898529
V2,20.14564,V2,V2,950.618342,V0,V0,2.0,V1,V2,2.0,V0,66.368497,none,V0,1.0,V0,1.0,none,yes,0,21,0,0.748656153678894
V3,23.992516,V4,V3,2219.386681,V0,V2,4.0,V1,V0,4.0,V2,27.29583,none,V1,2.0,V1,1.0,yes,yes,0,21,0,0.9861417412757874
V1,22.889203,V4,V2,1532.01468,V0,V0,4.0,V2,V0,4.0,V2,53.49748,none,V1,2.0,V0,1.0,none,yes,0,21,0,0.8423289656639099
V2,9.294913,V2,V3,1491.260451,V0,V1,3.0,V2,V2,4.0,V0,42.622338,none,V1,1.0,V2,2.0,yes,yes,0,21,0,0.987553596496582
V3,17.852797,V3,V0,3444.324419,V1,V2,2.0,V2,V0,2.0,V1,22.922237,bank,V1,2.0,V2,1.0,none,yes,0,21,0,0.8619420528411865
V1,20.693973,V2,V1,1552.112734,V1,V3,2.0,V3,V0,4.0,V2,35.854738,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.8327997922897339
V0,12.31732,V1,V9,1033.77457,V0,V2,4.0,V1,V0,3.0,V1,27.220357,stores,V1,1.0,V3,1.0,yes,yes,0,21,1,0.889662504196167
V0,37.734372,V4,V0,3626.665307,V0,V2,4.0,V1,V0,1.0,V2,50.8895,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.8234447240829468
V1,11.737666,V2,V0,726.485524,V3,V2,4.0,V2,V0,4.0,V1,36.744209,none,V1,1.0,V2,1.0,none,yes,0,21,1,0.522704541683197
V0,8.636964,V2,V0,922.485495,V0,V2,4.0,V1,V0,2.0,V0,26.461391,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.7017419934272766
V1,11.58328,V3,V2,2262.968269,V4,V3,4.0,V1,V1,1.0,V3,54.948912,none,V2,2.0,V1,1.0,none,yes,0,21,0,0.8790634274482727
V3,18.648593,V4,V9,3687.97306,V4,V2,4.0,V2,V2,4.0,V0,40.45869,none,V1,2.0,V1,2.0,none,no,0,21,0,0.9968201518058777
V3,35.617023,V2,V8,11836.098201,V0,V3,4.0,V2,V0,2.0,V1,27.456031,none,V1,1.0,V1,2.0,none,yes,0,21,0,0.8186078071594238
V1,37.914358,V4,V6,2379.033404,V1,V3,4.0,V1,V2,1.0,V2,22.052778,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.8464288115501404
V3,24.177015,V4,V0,1480.386148,V4,V2,4.0,V1,V0,4.0,V2,26.135248,none,V0,2.0,V2,1.0,yes,yes,0,21,0,0.8529740571975708
V1,12.578591,V2,V0,1566.547114,V1,V4,2.0,V2,V0,4.0,V1,30.61061,none,V1,1.0,V1,2.0,yes,yes,0,21,0,0.5796868801116943
V3,15.277977,V4,V0,1427.988762,V4,V2,2.0,V1,V0,4.0,V0,26.98269,none,V1,2.0,V2,2.0,none,yes,0,21,0,0.8887138366699219
V3,31.732207,V2,V0,3571.095576,V0,V2,4.0,V2,V0,2.0,V2,33.133726,stores,V1,1.0,V2,1.0,none,no,0,21,0,0.9871729612350464
V3,34.108502,V2,V2,2498.815838,V2,V4,4.0,V1,V0,4.0,V1,75.117435,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.8810669779777527
V2,17.268045,V3,V2,2166.496001,V2,V2,1.0,V2,V0,2.0,V2,21.481566,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.9039096832275391
V1,9.457277,V2,V4,2912.420229,V2,V2,1.0,V2,V0,1.0,V2,42.523289,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9730734825134277
V0,24.878358,V3,V0,3737.303424,V0,V2,2.0,V2,V0,4.0,V3,43.75681,stores,V2,2.0,V1,2.0,yes,yes,0,21,1,0.7828040719032288
V1,11.715736,V2,V3,3435.867778,V4,V3,3.0,V1,V0,2.0,V2,34.694987,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.8305943012237549
V2,18.000081,V2,V3,2599.853017,V2,V2,4.0,V1,V0,2.0,V0,24.187031,none,V0,1.0,V2,1.0,none,yes,0,21,0,0.585888147354126
V0,17.920237,V4,V10,2385.265588,V0,V0,4.0,V2,V1,2.0,V0,38.122097,bank,V1,2.0,V3,2.0,yes,yes,0,21,1,0.9430232048034668
V3,17.651899,V2,V2,2017.386142,V3,V3,4.0,V1,V0,4.0,V2,22.882917,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.9646464586257935
V0,11.926593,V2,V2,2677.872652,V0,V0,1.0,V2,V0,4.0,V2,43.943152,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.863532304763794
V2,55.257319,V2,V2,5189.230949,V0,V1,1.0,V2,V0,2.0,V1,40.979994,none,V1,1.0,V2,2.0,none,yes,0,21,0,0.6270862817764282
V3,12.445898,V4,V1,1495.689336,V3,V3,4.0,V2,V0,4.0,V1,26.165826,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.9938995242118835
V0,36.977661,V4,V5,2214.971286,V0,V0,4.0,V1,V0,2.0,V2,21.985609,bank,V0,2.0,V0,1.0,yes,yes,0,21,1,0.9812884330749512
V2,31.462561,V2,V3,4224.748875,V1,V2,1.0,V2,V2,4.0,V1,56.317477,none,V1,1.0,V1,2.0,yes,yes,0,21,0,0.765434741973877
V3,18.888588,V2,V0,1616.863287,V0,V4,4.0,V3,V2,2.0,V0,57.460406,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.9846526384353638
V2,24.715103,V2,V0,3468.267363,V0,V4,2.0,V2,V0,4.0,V1,64.51574,none,V1,2.0,V2,2.0,yes,yes,0,21,0,0.8600673675537109
V0,12.316333,V4,V3,1766.087047,V4,V4,3.0,V1,V0,2.0,V0,32.105714,none,V1,2.0,V3,2.0,yes,yes,0,21,0,0.8660154342651367
V0,31.13167,V4,V0,3904.174069,V0,V4,4.0,V1,V0,4.0,V2,39.806872,none,V1,3.0,V1,1.0,yes,yes,0,21,0,0.6879798173904419
V3,23.607177,V4,V1,1234.983257,V2,V2,3.0,V2,V0,2.0,V0,41.286666,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.9761707782745361
V3,24.736922,V4,V6,4291.165804,V1,V4,4.0,V2,V0,4.0,V2,32.709033,none,V1,1.0,V1,2.0,none,yes,0,21,0,0.9612005949020386
V3,5.970638,V2,V0,4144.58025,V4,V3,1.0,V2,V0,4.0,V1,43.432076,bank,V1,1.0,V3,1.0,none,yes,0,21,0,0.9775908589363098
V1,21.313543,V3,V0,1268.696994,V0,V4,2.0,V3,V0,4.0,V2,56.311565,none,V1,1.0,V1,1.0,none,yes,0,21,1,0.5821053981781006
V3,12.179802,V4,V10,2726.544912,V0,V0,4.0,V2,V0,2.0,V2,27.788761,none,V1,2.0,V3,1.0,yes,yes,0,21,0,0.9315217733383179
V2,18.098493,V2,V2,3901.858996,V2,V4,1.0,V1,V0,4.0,V1,46.023938,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9433155059814453
V0,32.460793,V0,V2,12297.008348,V4,V2,1.0,V2,V0,2.0,V1,23.926381,none,V0,1.0,V2,1.0,none,yes,0,21,1,0.8868948221206665
V0,24.796378,V2,V6,2261.799421,V0,V3,4.0,V2,V0,4.0,V2,41.205877,bank,V1,1.0,V1,1.0,none,yes,0,21,0,0.7058103084564209
V3,17.662618,V1,V0,2461.322087,V1,V4,4.0,V2,V0,4.0,V2,27.055178,none,V2,1.0,V2,1.0,yes,yes,0,21,0,0.8998048901557922
V3,12.114059,V2,V3,1532.499276,V4,V1,4.0,V2,V0,1.0,V0,38.528429,none,V1,3.0,V2,1.0,yes,yes,0,21,0,0.9917416572570801
V3,25.443841,V2,V1,1853.627489,V0,V3,4.0,V1,V0,4.0,V2,22.631501,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.9123233556747437
V1,4.334088,V4,V3,2421.226956,V4,V4,2.0,V2,V2,4.0,V0,75.119665,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9926228523254395
V1,12.074587,V2,V0,1622.431433,V0,V2,1.0,V1,V0,3.0,V3,63.099942,none,V2,1.0,V1,1.0,none,yes,0,21,0,0.8912075161933899
V1,24.290277,V3,V1,2573.819578,V2,V4,4.0,V1,V0,4.0,V1,38.758006,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.9314109086990356
V0,23.123146,V2,V1,1632.907657,V0,V2,2.0,V3,V0,4.0,V2,28.674466,none,V1,1.0,V2,1.0,none,no,0,21,0,0.9474477171897888
V1,17.502783,V2,V2,1415.190823,V0,V4,4.0,V2,V0,4.0,V1,37.595566,stores,V1,1.0,V2,1.0,yes,yes,0,21,0,0.816583514213562
V1,8.914909,V4,V2,2119.598268,V0,V3,2.0,V3,V0,4.0,V1,35.127179,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.9628446102142334
V3,49.168665,V3,V3,6849.188752,V0,V1,4.0,V3,V0,1.0,V1,35.440054,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.8058212995529175
V3,11.816735,V4,V9,1358.204257,V3,V4,4.0,V2,V0,4.0,V3,40.54246,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.9575546979904175
V0,14.768167,V4,V0,4145.48519,V0,V2,1.0,V0,V0,4.0,V0,27.926222,none,V1,1.0,V1,1.0,yes,yes,0,21,0,0.6812276244163513
V1,31.137934,V2,V2,10852.571739,V0,V2,4.0,V3,V0,2.0,V3,29.819085,bank,V2,3.0,V2,1.0,none,yes,0,21,1,0.8938206434249878
V1,23.435866,V2,V2,1307.686748,V0,V3,4.0,V1,V0,1.0,V1,30.472033,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.5463688373565674
V3,12.301839,V4,V1,886.441508,V4,V4,3.0,V1,V0,4.0,V0,38.345918,none,V1,2.0,V2,1.0,none,no,0,21,0,0.999132513999939
V3,12.23585,V3,V0,2695.119177,V0,V4,1.0,V2,V0,4.0,V2,29.30583,none,V1,1.0,V2,2.0,none,yes,0,21,0,0.9470074772834778
V1,17.671783,V4,V1,2406.293781,V0,V4,4.0,V2,V0,3.0,V2,41.189953,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9560067653656006
V3,25.268921,V2,V2,3522.542618,V0,V4,4.0,V2,V0,4.0,V1,45.7766,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.8993123173713684
V3,25.161722,V4,V1,2926.17919,V4,V4,2.0,V1,V0,4.0,V1,39.006262,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.983302116394043
V3,9.032936,V2,V3,2127.075674,V4,V2,2.0,V0,V0,2.0,V3,37.663983,none,V2,1.0,V2,1.0,none,yes,0,21,0,0.9722151160240173
V1,12.792463,V2,V6,1287.894673,V2,V2,2.0,V2,V0,2.0,V1,25.187833,none,V1,1.0,V3,1.0,yes,yes,0,21,1,0.8031808733940125
V1,15.320692,V2,V2,3772.177618,V0,V2,3.0,V2,V0,4.0,V2,39.960076,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.6440219879150391
V3,25.044284,V2,V3,3670.485045,V0,V4,4.0,V2,V0,2.0,V0,43.545507,none,V1,1.0,V3,2.0,none,no,0,21,0,0.9892686605453491
V3,13.977307,V2,V3,889.113751,V4,V3,4.0,V1,V0,1.0,V2,27.754119,none,V1,1.0,V1,1.0,yes,yes,0,21,0,0.9797715544700623
V1,8.372524,V2,V0,860.800905,V0,V1,2.0,V2,V0,3.0,V1,39.135018,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9418054223060608
V3,17.832685,V4,V2,2420.252517,V0,V4,1.0,V1,V0,2.0,V0,56.670254,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.972225546836853
V1,12.102685,V2,V3,630.418199,V0,V2,4.0,V2,V0,1.0,V0,43.720727,none,V0,3.0,V1,1.0,yes,yes,0,21,0,0.7589194774627686
V3,22.533825,V0,V2,3113.012697,V3,V3,4.0,V2,V0,3.0,V2,23.53821,none,V1,2.0,V3,1.0,yes,yes,0,21,0,0.8694990873336792
V3,6.50596,V2,V6,791.14535,V4,V4,3.0,V1,V0,4.0,V1,60.484874,none,V0,2.0,V1,1.0,yes,yes,0,21,0,0.9225521087646484
V0,11.836392,V2,V3,2655.481577,V1,V3,1.0,V2,V0,2.0,V3,23.519484,none,V2,1.0,V2,1.0,none,yes,0,21,1,0.5034062266349792
V3,6.472969,V2,V0,669.036521,V4,V3,2.0,V1,V0,3.0,V2,32.089957,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.974777340888977
V3,22.713141,V2,V2,1188.431948,V4,V2,4.0,V2,V0,1.0,V0,21.899014,none,V0,1.0,V2,2.0,none,yes,0,21,0,0.9151279926300049
V1,6.782409,V4,V9,813.676463,V2,V2,1.0,V2,V0,2.0,V0,28.096625,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9380303025245667
V3,7.302367,V4,V7,3898.853699,V0,V2,1.0,V2,V0,1.0,V0,23.705689,none,V1,1.0,V2,2.0,none,no,0,21,0,0.9802265167236328
V1,35.884313,V2,V0,14701.798073,V1,V2,3.0,V2,V0,4.0,V1,24.368285,none,V1,1.0,V2,1.0,none,yes,0,21,1,0.8754063844680786
V3,18.160352,V2,V9,3513.821836,V1,V2,2.0,V2,V0,2.0,V2,31.56804,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9805073738098145
V3,24.455279,V4,V2,3341.633937,V1,V4,3.0,V2,V2,1.0,V1,40.363553,none,V1,3.0,V2,1.0,none,yes,0,21,0,0.9741322994232178
V0,23.145976,V2,V1,3606.398096,V0,V2,2.0,V2,V0,2.0,V3,28.815833,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.683053195476532
V3,9.2237,V2,V1,1053.606584,V2,V4,4.0,V3,V0,4.0,V1,31.40091,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9850488901138306
V3,47.361295,V2,V4,8335.574502,V0,V1,2.0,V2,V0,3.0,V3,33.449237,none,V2,1.0,V1,2.0,none,yes,0,21,0,0.637310266494751
V1,24.710026,V3,V3,11283.483182,V4,V4,2.0,V1,V0,4.0,V2,38.874366,stores,V1,1.0,V2,1.0,none,yes,0,21,0,0.8814913034439087
V0,50.581636,V1,V0,3856.298514,V0,V2,4.0,V0,V0,2.0,V3,38.010871,bank,V2,1.0,V2,1.0,yes,yes,0,21,1,0.9499698281288147
V2,13.766578,V2,V0,3731.512562,V4,V2,3.0,V1,V2,1.0,V0,25.368336,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.7852351069450378
V0,42.255825,V2,V9,7518.211267,V0,V2,4.0,V1,V1,2.0,V3,24.612108,none,V2,1.0,V2,1.0,yes,yes,0,21,1,0.9474656581878662
V0,23.793796,V2,V0,3013.26687,V0,V4,2.0,V2,V0,4.0,V2,44.046793,none,V0,1.0,V1,1.0,none,yes,0,21,1,0.6708539724349976
V0,18.131982,V1,V2,1351.304249,V0,V2,4.0,V2,V0,2.0,V1,34.179222,none,V0,1.0,V2,1.0,none,yes,0,21,1,0.8179691433906555
V1,37.154564,V2,V9,8862.097726,V4,V2,2.0,V2,V0,3.0,V3,61.274015,none,V2,2.0,V2,1.0,none,yes,0,21,0,0.7224867343902588
V1,17.109367,V4,V3,4019.249231,V4,V2,1.0,V1,V0,2.0,V1,29.145292,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9812543988227844
V3,34.960194,V4,V0,11741.703784,V1,V2,2.0,V3,V0,2.0,V1,27.031889,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.9845315217971802
V1,18.250592,V2,V3,2071.560436,V4,V4,4.0,V1,V2,4.0,V1,20.865495,none,V1,1.0,V2,2.0,yes,yes,0,21,0,0.8926057815551758
V3,20.616024,V2,V0,1736.627982,V1,V1,4.0,V0,V0,3.0,V0,42.093049,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.923673152923584
V3,7.418844,V2,V6,1274.371783,V1,V1,2.0,V2,V0,4.0,V1,21.377198,none,V1,1.0,V1,1.0,none,no,0,21,0,0.936158299446106
V3,11.963211,V2,V3,2476.082556,V1,V3,3.0,V2,V0,4.0,V2,54.87625,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9923989176750183
V3,24.101032,V4,V2,1480.152637,V0,V3,4.0,V2,V0,2.0,V0,28.423966,none,V1,3.0,V2,1.0,none,yes,0,21,0,0.9746257066726685
V3,24.924662,V2,V3,4180.445084,V4,V1,3.0,V1,V0,4.0,V1,23.921171,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.8888918161392212
V3,38.84246,V2,V2,4984.422974,V0,V2,1.0,V3,V0,3.0,V2,56.22402,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.8193467259407043
V0,43.488802,V3,V1,7153.194135,V0,V3,2.0,V2,V0,1.0,V2,30.696754,none,V1,1.0,V3,2.0,yes,yes,0,21,0,0.9586759209632874
V0,12.573061,V2,V0,803.551956,V2,V1,2.0,V1,V0,4.0,V1,25.632487,none,V0,1.0,V2,1.0,none,yes,0,21,1,0.5981950163841248
V3,12.870575,V4,V1,1001.51913,V2,V4,2.0,V2,V0,4.0,V1,53.000694,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9945003986358643
V1,7.867966,V2,V3,10754.282425,V0,V0,4.0,V2,V0,4.0,V2,29.326835,none,V1,2.0,V3,2.0,yes,yes,0,21,0,0.8046586513519287
V3,24.708015,V2,V2,10505.063134,V0,V4,3.0,V2,V0,4.0,V2,56.256937,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.9352096915245056
V0,9.06425,V2,V2,1300.304833,V0,V1,1.0,V2,V0,4.0,V3,27.608697,none,V2,1.0,V2,2.0,none,yes,0,21,0,0.5080504417419434
V3,5.9974,V2,V1,534.705293,V0,V1,4.0,V2,V0,4.0,V0,43.246698,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9823172688484192
V3,11.834346,V2,V6,2503.969387,V0,V4,1.0,V2,V0,4.0,V2,60.360591,none,V0,1.0,V2,1.0,none,yes,0,21,0,0.9132403135299683
V3,40.536018,V4,V1,2504.726952,V0,V4,4.0,V0,V0,1.0,V2,33.217391,none,V1,2.0,V3,2.0,yes,yes,0,21,0,0.9845742583274841
V3,24.498247,V4,V3,2270.544697,V4,V3,2.0,V2,V2,2.0,V0,26.423615,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.9887104630470276
V1,15.384449,V2,V0,3217.805469,V0,V2,2.0,V1,V0,2.0,V1,27.683683,none,V0,1.0,V2,1.0,yes,yes,0,21,1,0.5248221158981323
V3,3.33283,V2,V0,582.508258,V4,V2,3.0,V2,V0,2.0,V3,24.574411,none,V2,1.0,V2,1.0,yes,yes,0,21,0,0.9948002099990845
V1,25.271264,V2,V0,5957.521028,V1,V4,1.0,V2,V0,3.0,V3,34.439917,stores,V2,1.0,V2,1.0,none,yes,0,21,1,0.7522627115249634
V3,11.984949,V4,V2,788.54179,V0,V3,1.0,V0,V0,3.0,V2,34.805042,stores,V1,1.0,V3,1.0,none,yes,0,21,0,0.6773273944854736
V2,16.084868,V2,V9,1517.743801,V2,V4,4.0,V2,V0,4.0,V3,23.300641,none,V2,1.0,V2,2.0,none,yes,0,21,0,0.7714551687240601
V0,12.066716,V2,V2,436.30777,V0,V1,4.0,V1,V0,4.0,V1,38.45709,none,V1,1.0,V2,1.0,none,yes,0,21,1,0.8651335835456848
V2,25.132094,V3,V6,2731.546251,V0,V4,4.0,V0,V0,1.0,V2,35.054393,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.8070352077484131
V2,22.701342,V3,V1,2649.250682,V4,V1,4.0,V1,V0,4.0,V2,51.846416,stores,V1,3.0,V2,1.0,none,yes,0,21,0,0.9009280800819397
V0,47.244424,V3,V6,2865.699796,V0,V4,4.0,V3,V0,4.0,V3,23.432788,stores,V2,2.0,V1,1.0,none,yes,0,21,1,0.9673063158988953
V3,7.583611,V4,V3,867.81894,V3,V4,3.0,V2,V0,4.0,V0,34.741928,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.9982581734657288
V3,46.544842,V2,V0,2345.53286,V4,V4,4.0,V2,V0,4.0,V1,39.878643,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.8931119441986084
V3,8.422509,V2,V3,1499.069374,V3,V2,1.0,V2,V0,2.0,V3,27.216347,none,V2,1.0,V1,1.0,none,yes,0,21,0,0.9950902462005615
V3,5.537501,V2,V3,662.580404,V4,V1,2.0,V2,V0,2.0,V3,29.479657,none,V2,1.0,V2,2.0,none,yes,0,21,0,0.9672548770904541
V0,58.576868,V0,V9,2118.610796,V0,V4,4.0,V2,V0,4.0,V3,37.129944,none,V2,1.0,V1,1.0,none,yes,0,21,1,0.9023020267486572
V3,26.599002,V1,V2,7404.923679,V4,V3,1.0,V2,V0,4.0,V3,28.72242,bank,V2,1.0,V2,1.0,yes,yes,0,21,0,0.7674455642700195
V0,25.299269,V4,V2,2337.153067,V0,V2,3.0,V1,V1,2.0,V1,56.133922,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.7689779996871948
V0,12.33373,V4,V0,187.443023,V0,V4,4.0,V2,V0,3.0,V1,52.406359,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.9229644536972046
V3,23.137184,V2,V1,1424.063359,V2,V2,4.0,V2,V2,1.0,V0,37.370538,none,V0,1.0,V2,1.0,none,yes,0,21,0,0.9927343130111694
V1,12.240498,V2,V3,2526.011515,V4,V3,4.0,V0,V1,3.0,V0,36.765278,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.9543287754058838
V1,8.665572,V2,V0,1399.253622,V0,V2,4.0,V2,V0,4.0,V0,55.404249,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.8274255990982056
V0,12.62799,V4,V8,1405.128099,V0,V4,4.0,V2,V0,2.0,V0,38.269326,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.9724613428115845
V1,12.416711,V2,V0,739.083574,V0,V0,4.0,V2,V0,4.0,V2,40.258467,none,V0,1.0,V2,1.0,none,yes,0,21,1,0.8678650259971619
V0,25.295504,V0,V0,2053.904925,V0,V3,4.0,V2,V0,3.0,V2,33.854959,stores,V1,2.0,V2,1.0,none,yes,0,21,1,0.9458016753196716
V0,21.991946,V4,V9,4102.365682,V0,V1,4.0,V2,V0,1.0,V1,29.724969,none,V0,2.0,V2,1.0,none,yes,0,21,0,0.5834173560142517
V3,7.567345,V2,V2,1180.885999,V4,V1,4.0,V2,V0,3.0,V0,37.531661,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9829572439193726
V3,5.322932,V2,V0,3126.490522,V4,V4,2.0,V3,V0,4.0,V2,48.476537,none,V1,4.0,V2,1.0,yes,yes,0,21,0,0.982573390007019
V0,12.193766,V4,V1,1526.891197,V0,V2,2.0,V3,V0,2.0,V0,27.561192,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.9408168196678162
V0,9.874703,V2,V3,1195.647092,V4,V2,3.0,V2,V0,3.0,V2,32.641397,none,V0,1.0,V2,1.0,yes,yes,0,21,0,0.8652066588401794
V2,5.661539,V2,V1,2179.377857,V0,V3,3.0,V1,V0,2.0,V2,33.585783,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9572169184684753
V3,6.533014,V4,V3,2657.271495,V0,V1,2.0,V1,V0,1.0,V0,47.057587,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.9766530394554138
V1,19.29277,V4,V0,2735.546493,V0,V3,1.0,V2,V0,4.0,V3,20.541698,none,V2,2.0,V2,1.0,none,yes,0,21,0,0.6711839437484741
V3,22.902783,V2,V2,2864.889794,V2,V2,4.0,V2,V0,4.0,V2,38.449612,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9421046376228333
V3,55.452867,V4,V2,2262.590355,V2,V0,4.0,V1,V0,4.0,V0,22.604893,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.9123919010162354
V3,6.002256,V4,V0,1472.447532,V0,V2,3.0,V2,V0,2.0,V0,30.040958,none,V1,2.0,V2,2.0,yes,yes,0,21,0,0.993415355682373
V1,14.241603,V2,V2,1104.590014,V0,V1,4.0,V0,V0,4.0,V0,27.54375,none,V1,1.0,V2,1.0,none,yes,0,21,1,0.8600926399230957
V2,6.289344,V3,V2,2026.52989,V0,V0,2.0,V2,V0,1.0,V2,62.002647,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.8879353404045105
V2,6.612744,V4,V2,1660.107492,V4,V2,4.0,V3,V0,1.0,V0,22.427706,none,V1,2.0,V2,2.0,none,yes,0,21,0,0.9679972529411316
V3,4.772427,V4,V9,4318.790797,V0,V4,1.0,V2,V0,4.0,V2,32.146415,none,V1,2.0,V2,1.0,yes,yes,0,21,0,0.9918503761291504
V3,17.41093,V2,V1,720.246983,V0,V2,4.0,V2,V0,2.0,V1,25.175423,stores,V1,1.0,V2,1.0,none,yes,0,21,0,0.7940124273300171
V3,15.175644,V2,V2,1496.327614,V0,V3,4.0,V2,V0,2.0,V3,30.422912,bank,V2,1.0,V3,2.0,yes,yes,0,21,0,0.9206212759017944
V3,23.428223,V4,V2,3317.202539,V4,V2,2.0,V1,V0,2.0,V3,28.345743,none,V2,3.0,V2,1.0,yes,yes,0,21,0,0.9756765365600586
V2,9.861097,V3,V3,1453.565215,V0,V4,1.0,V2,V0,4.0,V1,51.361461,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.9941327571868896
V3,11.920028,V4,V0,4014.967134,V4,V3,1.0,V1,V0,4.0,V1,20.681705,none,V1,2.0,V1,1.0,none,yes,0,21,0,0.988562285900116
V2,12.34227,V2,V9,940.545816,V2,V4,4.0,V2,V0,4.0,V0,52.594133,none,V0,1.0,V3,1.0,yes,yes,0,21,0,0.7347689867019653
V3,11.894895,V2,V3,788.535986,V2,V3,4.0,V2,V0,3.0,V1,26.776127,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.93187016248703
V1,11.713724,V2,V1,844.330902,V1,V1,4.0,V2,V0,4.0,V2,38.294904,none,V0,1.0,V2,1.0,none,yes,0,21,1,0.8586717247962952
V3,21.437527,V4,V2,3979.863359,V4,V2,4.0,V2,V0,2.0,V0,24.459354,none,V1,2.0,V2,2.0,yes,yes,0,21,0,0.9841515421867371
V1,23.897688,V2,V1,7324.886468,V0,V0,1.0,V2,V0,4.0,V3,21.101954,bank,V2,1.0,V3,1.0,yes,yes,0,21,1,0.934576153755188
V3,24.468904,V2,V0,2156.021708,V0,V4,4.0,V1,V0,2.0,V0,44.773999,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.8704540133476257
V1,16.903226,V2,V3,3340.922342,V0,V2,2.0,V1,V0,4.0,V1,39.70567,none,V1,1.0,V2,1.0,yes,yes,0,21,0,0.7807596921920776
V3,24.047038,V2,V3,2349.6798,V4,V1,4.0,V2,V0,1.0,V2,33.838724,none,V1,1.0,V2,1.0,none,no,0,21,0,0.9973984956741333
V0,17.491483,V3,V2,1472.89643,V4,V2,4.0,V2,V0,3.0,V2,33.458986,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.6944652795791626
