feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
3,12.215512,4,4,1161.654338,1,1,3,1,0,2,1,28.641508,-1,1,1,1,1.0,-1,1,0
3,11.528624,3,0,1168.722566,1,2,3,2,0,3,2,35.622994,1,1,1,2,1.0,0,1,0
3,12.09606,3,0,1692.307582,2,2,3,1,2,1,2,26.886522,2,1,1,1,1.0,0,1,0
0,40.891612,1,1,10612.398441,0,0,1,2,0,1,2,31.548047,1,0,1,3,2.0,0,1,0
3,12.416756,2,4,1497.199008,4,1,3,2,0,0,0,28.749942,-1,1,0,2,1.0,1,1,0
0,56.490528,4,2,7357.551741,2,4,1,2,2,3,3,33.150759,1,2,0,2,1.0,1,1,1
1,24.056944,2,4,2022.908873,0,2,3,1,0,1,0,29.471283,1,1,0,2,1.0,0,1,0
0,6.227421,2,3,1979.751107,0,4,3,1,0,2,3,58.194632,2,1,0,2,1.0,1,1,0
3,23.208757,2,0,3656.852277,0,2,3,1,0,1,1,26.564714,1,-1,0,2,1.0,1,1,0
1,23.550077,2,4,9666.391412,1,-1,2,2,0,0,3,33.300258,2,-1,0,2,1.0,1,1,1
2,42.175522,2,3,3815.153957,4,3,3,2,0,2,3,21.58737,1,2,1,2,1.0,1,1,0
2,48.386189,2,0,12529.192402,1,1,3,3,0,3,0,35.402043,1,1,0,2,1.0,0,1,1
3,24.358262,2,0,10247.089018,4,3,2,2,0,2,2,35.002517,-1,1,0,2,1.0,0,1,0
1,11.865612,2,1,3924.72869,0,-1,3,1,0,1,0,43.805761,1,1,0,3,1.0,1,1,0
3,24.787218,1,4,1838.209906,0,-1,0,1,2,3,0,25.170799,0,1,3,2,1.0,1,1,0
0,23.458714,2,0,3248.333105,0,2,2,1,0,2,1,23.396858,1,1,0,3,1.0,1,1,0
1,14.634775,0,0,3764.847206,0,3,1,1,0,3,1,24.647977,1,1,0,2,1.0,1,1,0
3,6.082959,1,10,1323.584467,0,3,0,1,0,3,2,24.817254,2,1,0,2,1.0,1,1,1
3,16.462946,2,4,2605.606687,4,4,2,2,0,3,2,27.724797,1,0,0,2,1.0,1,1,0
3,25.800728,0,4,8701.912666,4,2,2,1,0,1,2,25.596948,1,1,1,2,1.0,0,1,0
1,11.973272,2,9,823.137876,4,2,2,2,0,1,1,44.149473,-1,1,0,2,1.0,1,1,0
3,19.382745,4,0,6355.030434,0,1,1,1,0,2,1,30.030711,-1,0,1,2,1.0,0,1,0
0,25.424989,2,0,6735.922346,0,4,3,2,0,3,1,41.183567,1,1,0,2,1.0,0,1,0
1,25.741934,1,6,3593.982327,0,4,1,2,0,3,1,37.344216,1,1,0,3,1.0,-1,1,0
1,12.475233,2,4,897.389413,4,1,3,1,0,0,1,21.050667,0,0,0,1,1.0,0,1,0
1,8.30562,2,10,1681.311901,1,4,1,2,0,1,1,57.962037,1,1,0,2,1.0,0,1,0
2,21.765585,0,10,5862.622445,0,-1,1,1,0,3,2,32.829142,-1,1,1,2,1.0,0,1,0
3,12.386808,4,5,2366.83894,0,1,2,1,0,0,2,34.019264,0,1,0,2,1.0,0,1,0
2,6.603588,2,4,1428.008777,0,4,0,0,0,3,0,26.642794,0,1,0,2,1.0,0,1,0
2,21.912662,2,4,1382.834961,0,2,3,1,0,3,0,27.874159,1,-1,0,2,1.0,1,1,1
0,4.978808,4,0,3983.584311,4,-1,0,1,0,1,2,33.052111,1,1,1,1,1.0,1,1,1
0,5.600012,2,4,1129.533179,4,1,3,2,0,0,2,64.574124,1,1,0,2,2.0,1,1,0
0,16.360809,4,0,729.380489,0,3,0,2,0,2,0,24.224312,0,-1,0,2,2.0,1,1,0
1,14.134058,2,4,2289.737235,4,1,1,1,0,2,1,31.338339,-1,1,1,3,1.0,1,1,0
0,9.455663,2,4,2812.520424,0,-1,1,2,0,1,2,40.298416,1,1,3,2,2.0,1,1,0
0,8.692279,2,1,957.682586,0,1,1,2,0,3,2,39.182956,1,1,0,2,1.0,-1,1,1
0,39.85736,2,3,8417.545417,0,1,0,2,0,1,3,35.516334,-1,1,0,2,2.0,0,1,0
0,9.005455,2,7,1567.88673,1,-1,2,2,0,2,1,29.583144,0,0,0,2,1.0,0,1,0
3,48.546427,4,4,8147.554777,0,-1,2,2,2,2,1,40.994422,1,-1,0,1,1.0,-1,1,0
3,11.42449,2,2,1002.211582,0,-1,3,2,0,3,2,28.449619,1,-1,0,3,1.0,1,1,1
0,6.55722,1,3,639.428167,0,4,3,1,0,1,1,38.591734,0,1,1,2,1.0,1,1,0
3,17.144846,2,3,1684.119441,0,3,3,2,0,3,0,29.165794,1,-1,0,2,1.0,-1,1,0
3,8.688877,4,1,1483.67899,4,1,2,2,0,0,2,66.73076,1,1,1,2,1.0,0,1,0
1,22.585059,4,10,11437.491639,1,2,1,2,0,3,1,24.519059,1,1,1,2,1.0,0,1,1
3,8.227358,2,0,1129.082294,3,-1,0,2,0,3,1,25.83181,-1,1,0,2,1.0,0,1,0
3,22.451776,4,3,10719.632332,4,3,0,1,0,3,2,20.362928,-1,1,2,2,1.0,0,1,1
3,4.469286,4,4,1352.444995,0,4,2,2,0,3,0,31.166552,-1,1,1,2,2.0,0,1,0
3,44.04628,2,0,11004.454858,3,3,3,2,0,3,3,26.081974,-1,2,0,1,1.0,0,0,0
1,40.896606,2,1,6847.69378,0,-1,3,1,0,2,2,21.785992,1,1,0,1,1.0,0,1,1
1,25.350738,2,0,7453.761931,1,4,1,3,0,1,0,32.105828,-1,1,0,2,1.0,0,1,1
0,7.428524,4,4,626.314913,1,-1,2,2,0,1,0,39.286594,1,1,0,2,1.0,0,1,0
1,24.748949,2,1,4166.467139,3,0,0,2,0,1,3,31.385443,1,2,0,3,1.0,1,1,0
0,6.125341,4,4,2267.983682,0,-1,1,2,0,1,0,35.970526,1,1,1,1,2.0,0,1,0
3,17.804026,2,9,1448.558572,4,-1,3,2,0,1,2,33.614841,-1,1,0,2,2.0,1,1,0
3,24.516218,2,6,911.455005,0,4,3,1,1,1,3,32.413697,1,2,2,1,1.0,1,1,1
0,12.161446,2,1,2593.581287,0,4,1,2,0,1,2,30.036301,1,1,0,1,2.0,0,1,0
2,19.103497,2,0,3623.172667,4,2,0,0,0,1,0,35.066279,1,-1,1,2,1.0,-1,1,0
2,35.102943,2,1,2771.111366,0,1,3,2,0,3,0,27.935346,1,1,0,2,1.0,0,1,0
2,18.165667,2,4,1555.489707,4,4,3,1,2,3,1,24.970027,2,1,0,1,1.0,1,1,0
0,11.565504,2,3,1104.318346,0,2,3,2,0,1,3,23.318325,1,-1,0,2,1.0,1,1,0
2,7.691985,2,0,1139.076045,4,2,3,2,0,3,0,27.618736,1,0,0,3,1.0,1,1,0
3,11.963823,4,3,1519.824176,4,2,3,2,0,2,0,41.540574,1,1,1,3,1.0,0,1,0
2,23.090041,4,0,1413.333794,0,4,3,1,0,3,0,51.875739,-1,1,1,2,1.0,0,1,0
0,7.955896,4,4,518.974158,0,0,1,2,0,3,1,34.297052,1,1,1,3,1.0,-1,1,0
0,23.207221,2,3,3080.30537,4,4,2,2,0,3,1,47.424635,-1,1,0,2,1.0,0,1,0
1,19.679362,2,3,3693.400181,4,-1,0,1,0,1,1,34.241943,1,1,1,1,2.0,1,1,0
1,23.971704,4,4,3386.800139,3,4,2,1,0,3,2,27.728491,1,-1,1,2,1.0,-1,1,0
1,45.480687,2,4,2796.539519,1,1,1,1,0,0,1,20.33833,-1,1,0,3,1.0,1,1,0
3,23.220685,4,0,1497.044953,2,1,3,3,0,3,2,27.495371,1,1,3,2,1.0,-1,1,0
0,54.207961,2,0,6319.521474,0,0,1,2,0,3,3,41.298677,1,1,0,0,1.0,-1,1,0
3,19.717678,2,10,1394.453943,0,-1,3,3,0,3,0,28.98458,1,1,0,2,1.0,-1,1,0
3,16.778963,2,1,1662.845333,0,3,3,2,0,2,1,41.402764,0,0,0,2,2.0,0,1,0
3,9.69415,2,1,850.989697,4,2,3,2,0,0,1,40.904964,1,0,0,2,2.0,0,1,0
1,11.976948,4,4,1507.945883,4,3,0,2,1,2,1,32.49831,-1,1,1,3,2.0,0,1,0
2,34.283333,4,1,2027.757479,0,2,3,1,0,3,2,33.33324,1,1,0,2,1.0,0,0,1
3,7.098777,2,4,1403.90321,4,4,2,3,0,1,1,31.234417,1,1,0,2,1.0,1,1,0
0,12.201464,4,10,901.811026,0,2,3,2,0,3,3,29.205906,-1,2,2,2,1.0,-1,1,0
2,49.051835,4,3,3207.474362,4,1,1,2,0,3,1,40.579561,1,1,1,2,2.0,0,1,0
3,18.364754,3,0,1130.526728,2,2,3,2,0,3,1,40.230876,1,1,1,2,2.0,1,1,0
3,19.741338,4,4,3489.307539,1,0,2,2,0,3,2,33.69139,1,1,1,3,1.0,1,1,0
3,12.024952,2,3,2565.94355,1,2,2,2,0,0,2,22.409894,1,1,0,2,1.0,1,1,0
1,24.294379,2,3,3941.560687,0,1,2,2,0,0,2,32.108567,0,1,0,2,1.0,-1,1,0
3,24.348574,2,0,4294.094581,0,-1,3,3,0,3,2,38.343531,0,1,0,2,1.0,-1,1,0
0,46.408825,4,4,5759.509864,1,-1,3,2,0,1,2,55.180226,-1,-1,1,3,1.0,1,1,0
0,18.193784,2,0,1557.224297,3,2,2,2,0,3,2,36.921844,-1,1,0,2,1.0,1,0,0
1,23.217947,2,3,2099.80015,0,-1,2,2,0,1,0,28.806862,1,2,0,1,1.0,0,1,1
3,23.493693,4,7,1519.400757,0,-1,3,2,0,0,2,26.947412,-1,1,0,3,1.0,-1,1,0
3,23.853875,2,4,2824.37592,4,4,3,1,0,1,2,38.459516,-1,1,0,2,1.0,0,1,0
0,12.407818,2,0,366.518953,0,2,2,1,0,1,0,24.228918,1,1,1,2,1.0,-1,1,0
3,6.311733,2,1,2658.746112,4,1,0,2,0,1,0,38.771798,1,1,0,1,1.0,0,1,0
3,16.753584,4,3,2256.663917,0,1,2,2,0,2,0,25.97832,1,1,1,2,1.0,-1,1,0
0,26.838223,2,1,4201.372225,0,-1,1,2,0,3,3,53.191259,1,0,0,1,1.0,0,1,0
0,45.12198,4,0,2122.173745,0,2,3,2,0,2,2,18.983124,-1,1,0,2,1.0,0,1,1
0,11.767975,2,4,1192.874232,0,3,3,2,0,3,0,26.788845,1,1,0,1,1.0,0,1,0
1,48.64212,4,7,8853.544244,0,2,2,2,0,3,1,42.906804,1,-1,2,2,1.0,0,1,0
3,25.252124,2,3,3541.786538,4,2,1,2,0,1,0,24.923705,1,0,0,1,1.0,0,0,0
0,7.133098,4,3,849.16366,0,0,3,1,0,3,2,22.619387,1,1,1,0,1.0,-1,1,0
1,8.168873,1,0,1965.855138,0,-1,3,1,2,1,3,25.649291,0,-1,0,2,1.0,1,1,0
3,9.735315,2,1,1685.526234,3,2,0,2,0,3,0,21.17819,1,0,0,1,1.0,0,1,0
3,6.225911,4,1,1708.900758,4,4,3,2,0,3,3,39.461826,1,2,0,2,1.0,-1,1,0
0,7.998537,2,10,926.730682,0,4,0,2,0,3,1,41.617708,1,1,0,1,1.0,1,1,0
2,35.60102,4,0,2965.149169,0,-1,0,2,0,0,2,28.010598,-1,1,1,2,2.0,-1,1,0
3,7.269202,2,4,581.937837,1,3,0,2,0,2,0,28.522089,0,1,0,1,1.0,0,1,0
3,23.627407,3,1,8913.899413,0,1,1,2,0,0,2,29.10834,1,-1,0,2,1.0,1,1,0
1,19.847643,4,3,833.150603,0,-1,3,1,0,1,3,30.901351,1,-1,1,1,1.0,1,1,0
1,5.037548,2,6,3727.773922,4,4,2,1,0,1,0,49.433085,1,1,0,2,1.0,0,1,0
2,43.055586,4,3,2345.117055,3,2,1,2,2,1,0,38.909886,1,1,0,2,2.0,0,1,0
3,11.545463,4,0,1484.813836,4,1,3,2,0,0,3,27.227692,1,1,3,2,2.0,0,1,0
3,24.206918,2,5,10548.379302,4,4,1,2,0,3,3,29.717197,0,2,2,2,1.0,1,1,0
2,6.201875,2,3,2224.735775,4,2,1,3,0,3,2,21.208922,1,1,0,2,2.0,0,1,0
3,11.427506,4,4,4034.448636,4,4,0,2,0,3,0,32.718717,1,1,1,3,1.0,0,1,0
3,24.253192,2,10,3009.061693,3,2,2,2,0,1,2,26.189464,1,1,0,1,1.0,1,1,0
1,49.130435,0,4,9888.392417,4,2,3,2,0,1,2,27.362331,1,1,1,1,2.0,0,1,0
3,25.381926,2,7,2501.124545,2,2,1,2,0,1,2,29.248906,1,1,0,2,2.0,0,1,0
0,9.527902,2,4,2500.86477,4,3,0,3,2,0,1,28.338446,1,1,0,2,1.0,1,1,0
3,16.331305,3,4,4551.85107,0,2,1,0,0,1,2,38.989264,1,1,1,1,1.0,1,1,0
1,9.488775,4,0,2486.459891,1,2,0,3,0,3,2,33.084925,1,1,3,2,1.0,0,0,0
3,12.040476,2,1,4108.083741,0,3,1,1,0,3,0,27.281148,1,0,0,2,1.0,0,1,0
3,19.476628,2,3,1800.354891,3,3,3,2,0,1,0,33.660725,1,1,0,3,1.0,1,1,1
3,43.28038,1,3,5523.64955,1,2,1,1,0,2,2,39.939085,2,0,0,1,1.0,0,1,0
3,7.249541,3,7,6330.998756,0,1,1,1,0,3,0,25.448697,1,1,1,2,2.0,0,1,1
3,50.556531,2,0,7866.232701,0,2,1,2,0,1,3,40.488074,1,2,0,2,2.0,1,1,1
3,24.367408,2,0,3614.106968,0,1,1,2,0,1,0,25.738061,1,1,0,2,2.0,1,1,0
1,23.125942,2,0,1567.366715,1,2,3,2,0,1,2,32.682813,1,1,0,1,2.0,0,1,0
1,12.122057,2,3,1006.271462,0,2,3,2,0,3,3,28.119451,1,2,0,2,1.0,1,1,0
1,17.617468,3,0,11656.738594,0,4,0,2,1,1,2,53.501962,1,1,1,2,1.0,1,1,1
3,11.275832,2,10,1540.397935,0,2,2,3,0,3,1,24.113725,1,0,0,2,1.0,1,1,0
2,6.612744,4,3,1660.107492,4,2,3,3,0,0,0,22.427706,1,1,1,2,2.0,0,1,1
0,12.158637,2,2,1521.923434,0,0,1,2,0,0,0,30.377251,1,0,0,3,2.0,1,1,0
3,10.091588,4,0,1190.762112,0,2,0,3,0,1,2,51.47194,0,1,1,1,1.0,1,1,0
1,11.900712,0,4,2454.077694,4,4,2,2,0,3,2,34.902304,1,1,0,1,1.0,1,1,0
3,18.506016,4,4,1312.912134,4,4,3,2,0,1,2,42.097836,1,1,0,2,1.0,0,1,0
3,48.587531,3,1,3383.534942,4,2,1,2,2,2,1,28.544271,1,1,1,2,1.0,1,1,1
1,24.379981,2,3,5869.322833,0,2,2,1,0,3,2,36.28311,1,1,1,2,1.0,1,1,0
3,12.403184,2,1,3397.597555,0,0,1,0,2,3,1,60.618915,1,1,0,3,1.0,1,1,0
1,9.728274,2,0,10904.307368,0,2,3,1,0,1,2,27.801941,0,1,0,2,1.0,0,1,1
1,23.335425,0,4,1767.113747,3,1,3,0,0,3,2,37.46024,1,1,0,2,1.0,1,1,0
3,11.885247,2,3,1159.866381,0,4,2,2,0,1,1,42.654287,1,1,0,2,1.0,0,1,0
0,12.056507,4,5,1800.454871,0,4,3,2,0,3,3,28.281936,1,2,1,2,1.0,0,1,0
2,11.898173,4,3,3902.629943,0,2,3,3,0,0,1,55.648111,0,0,1,2,1.0,0,1,0
1,9.366537,2,3,1491.062356,0,4,3,1,0,1,0,28.85728,0,1,0,2,1.0,0,1,0
3,44.615046,1,1,7508.504098,4,4,2,2,0,1,1,43.903782,2,1,0,2,1.0,0,1,0
3,22.297874,2,4,1509.319145,0,1,3,1,1,1,1,21.558215,1,1,0,2,1.0,1,1,1
3,22.982417,4,0,4100.510833,4,4,1,1,0,3,3,21.44899,1,1,1,2,1.0,1,1,0
3,16.955879,2,10,2620.106009,0,3,2,1,0,2,1,26.684816,1,0,0,3,1.0,1,1,0
2,7.481302,4,7,1259.280971,0,4,3,1,0,3,2,56.459363,0,1,1,2,1.0,1,1,0
3,12.121242,0,1,877.998175,4,2,1,1,0,1,0,40.492768,1,1,1,1,1.0,0,1,0
3,12.315127,4,3,3535.459906,0,1,0,2,0,0,2,25.400766,1,1,0,2,1.0,1,1,0
1,12.668377,2,4,3486.27524,2,1,2,2,0,1,0,31.675156,1,1,0,3,1.0,1,1,1
3,18.896039,2,4,2515.301512,4,3,3,2,0,0,2,30.233654,1,1,0,1,1.0,0,1,0
1,15.848646,0,0,1110.666957,1,4,3,2,0,3,2,27.176473,1,1,1,2,1.0,1,1,0
0,6.737083,4,0,1389.022045,4,0,0,1,0,3,0,23.172559,1,1,0,2,1.0,0,0,0
3,9.476841,2,1,3591.716371,0,2,2,1,0,1,2,27.081134,1,1,0,2,1.0,1,1,0
0,15.861863,2,0,5044.876401,0,0,0,2,0,0,2,56.812786,1,0,1,2,1.0,0,1,0
3,24.588504,3,3,3627.749023,4,4,3,0,1,3,0,62.101631,1,1,0,2,1.0,1,1,0
0,47.74346,2,3,6940.619713,0,1,3,2,0,1,2,50.315193,1,1,0,2,1.0,1,1,0
3,19.425849,4,3,1617.851975,4,3,3,2,0,2,2,31.145515,1,1,1,1,1.0,0,1,0
3,9.124214,0,0,1642.262898,2,4,1,1,0,3,0,38.761069,0,1,0,1,1.0,0,1,0
0,30.444431,2,0,11617.902008,4,2,0,1,0,1,3,23.301889,1,0,0,2,1.0,0,1,1
0,12.867892,3,1,10378.671582,1,2,2,2,0,1,2,20.782009,2,0,0,2,1.0,0,1,1
1,20.156587,2,4,7921.782148,3,1,0,1,0,3,3,28.574048,1,2,0,1,1.0,0,1,0
1,34.830047,2,3,3830.833126,1,0,0,3,1,0,0,31.324667,1,1,0,0,2.0,1,1,1
3,24.607127,2,4,4070.084758,2,3,3,3,0,1,1,29.326922,1,1,0,3,1.0,1,1,0
3,2.839651,4,0,1738.996574,0,2,0,2,0,1,2,28.497541,1,1,1,1,1.0,1,1,0
1,21.537895,2,4,4142.003241,0,3,1,0,0,0,0,39.933007,0,1,0,2,1.0,0,1,0
0,24.278612,0,4,2013.751355,0,2,1,2,0,1,3,20.217703,1,2,1,1,1.0,0,1,0
3,23.214767,4,4,3245.098423,4,3,1,2,0,0,0,29.899239,1,1,0,2,1.0,0,1,1
3,4.154222,3,4,3831.313453,3,3,0,2,2,2,1,31.567164,1,1,1,2,1.0,0,1,0
0,25.051925,4,4,9082.132355,1,4,1,2,0,3,1,53.79542,1,1,0,1,1.0,1,1,1
0,25.149733,2,1,2610.760868,2,4,1,1,0,3,0,22.244712,1,0,0,3,1.0,1,1,1
1,25.542299,2,4,8501.460313,0,3,1,2,0,2,2,32.382707,0,1,0,3,1.0,1,1,0
1,45.95598,0,5,7261.932381,0,2,1,1,0,3,2,23.169808,1,1,0,2,1.0,0,1,1
2,19.377536,2,0,680.196639,0,2,1,3,0,1,1,25.567683,1,1,0,3,1.0,1,1,1
3,11.580652,2,0,696.322916,0,3,3,2,0,2,2,26.608227,2,1,1,2,1.0,1,1,1
3,11.515083,2,3,12218.497513,0,2,3,2,0,1,0,37.606789,1,1,0,2,1.0,0,1,1
3,11.754181,2,1,2102.970256,4,1,0,2,0,3,1,41.196809,1,1,0,2,2.0,1,1,0
3,45.049699,2,3,6027.016404,0,2,2,3,0,1,2,25.887784,1,0,0,2,1.0,0,0,1
3,12.605367,1,0,3741.464172,4,4,1,2,0,3,1,27.623943,0,1,1,2,2.0,1,1,0
2,20.303963,4,4,2425.242961,3,3,0,2,0,0,2,31.565817,0,1,0,2,1.0,0,1,0
0,41.462943,4,4,1077.310821,0,3,1,1,0,0,0,25.252798,1,1,1,2,1.0,0,1,1
3,12.538199,2,0,3639.765575,4,2,1,3,0,3,2,21.883782,1,1,0,2,2.0,0,1,0
3,26.015374,2,0,3074.401827,4,1,0,1,0,1,1,23.95215,1,1,1,2,1.0,1,1,0
3,11.612565,2,10,2514.549136,4,2,3,1,0,2,1,36.930061,2,0,0,1,1.0,0,1,0
3,42.832984,4,4,2607.24686,3,2,3,2,0,2,2,21.840836,0,0,1,2,2.0,1,1,1
2,8.93395,4,0,1363.316584,3,1,3,0,0,3,0,33.993962,1,1,1,2,1.0,0,1,0
1,8.282005,1,0,5377.432545,0,1,0,2,0,1,3,28.679598,2,2,0,2,2.0,0,1,1
0,12.048114,0,3,2357.421867,4,2,3,1,0,1,1,34.546344,1,1,0,2,1.0,0,1,0
0,9.637839,4,3,467.999575,0,2,3,2,0,3,1,34.22697,1,0,1,2,1.0,0,1,0
0,25.644907,2,1,2082.824381,0,4,0,0,0,3,2,31.838426,1,1,0,2,1.0,0,1,0
1,5.051487,4,3,758.02498,4,1,3,1,2,2,2,33.646073,1,1,1,1,1.0,0,1,0
3,12.162854,3,3,1331.543517,2,3,2,2,0,3,0,29.16279,2,1,0,2,1.0,0,1,0
3,25.475799,0,0,2125.881857,0,2,3,1,0,3,1,21.45413,1,1,1,2,1.0,1,1,0
0,49.848048,2,10,6833.212053,0,2,3,1,0,1,1,24.328058,0,0,0,2,1.0,1,1,0
1,21.875833,4,1,1408.415552,4,1,2,2,0,0,0,29.875366,1,0,0,2,1.0,1,1,0
0,41.198421,3,7,8914.295114,1,2,3,2,0,1,3,21.408239,1,2,3,2,2.0,1,1,0
3,4.986069,2,0,3409.807158,3,2,0,2,0,3,0,46.874677,1,1,0,1,1.0,1,1,0
2,11.768257,2,4,3021.852036,3,2,0,3,0,3,2,22.778494,1,1,0,2,1.0,0,1,0
3,46.544842,2,0,2345.53286,4,4,3,2,0,3,1,39.878643,1,1,0,2,1.0,1,1,0
0,14.498943,4,4,952.833255,4,3,3,2,0,1,2,28.527553,1,1,1,2,1.0,0,0,0
3,24.213095,4,10,2947.843161,4,2,3,2,0,1,1,28.528557,2,1,0,2,1.0,1,1,0
3,35.617023,2,9,11836.098201,0,3,3,2,0,1,1,27.456031,1,1,0,1,2.0,0,1,0
3,25.461876,4,4,2275.581668,0,1,2,2,0,1,1,30.756784,1,1,1,2,1.0,0,1,0
1,7.41614,4,1,950.521505,0,1,1,1,0,0,0,26.087156,1,1,1,2,1.0,1,1,0
0,12.07477,2,0,2929.223435,0,2,0,1,1,1,0,23.659576,1,1,0,2,1.0,1,1,0
3,36.000275,4,0,2128.464104,0,4,3,1,0,1,1,32.077585,1,1,1,1,1.0,1,1,0
0,20.325064,2,3,3876.878618,0,4,0,1,0,2,0,48.258043,1,0,0,2,1.0,0,1,0
0,16.833394,4,7,2249.541576,0,4,3,2,0,3,2,58.537214,1,1,1,3,1.0,1,1,0
1,27.770455,2,0,1461.583538,0,1,3,1,0,2,2,32.277702,1,1,1,2,1.0,0,1,1
3,12.555204,2,4,3523.711951,1,0,2,1,0,1,1,56.302648,1,1,0,0,1.0,0,1,0
1,14.241603,2,3,1104.590014,0,1,3,0,0,3,0,27.54375,1,1,0,2,1.0,0,1,1
2,46.376003,4,4,9121.122189,0,1,1,1,0,0,2,30.866572,1,1,0,2,1.0,1,1,0
3,30.913367,2,10,7881.759118,0,2,1,1,0,0,2,24.387283,1,1,0,2,1.0,0,1,1
3,16.319461,4,1,3238.254318,2,3,0,2,2,0,1,37.886463,1,0,1,1,1.0,0,1,0
3,19.28908,1,3,2264.621152,3,4,2,2,0,3,0,23.151872,2,1,0,1,1.0,0,0,0
3,24.248497,4,4,3240.898457,4,2,1,1,0,1,2,51.011399,1,1,1,3,1.0,1,1,1
0,17.788488,2,3,983.041956,4,2,3,1,0,3,2,30.922056,1,1,0,2,1.0,0,1,0
0,15.38325,2,4,3437.977034,0,4,2,1,0,3,1,45.918857,1,1,0,2,1.0,0,1,0
3,46.389975,2,4,7135.58561,4,4,1,2,0,3,3,32.545885,1,2,0,1,1.0,0,1,1
1,32.70763,3,3,6388.992743,3,2,3,2,0,3,2,24.620726,1,1,1,2,2.0,0,1,0
1,15.539142,3,10,1229.126387,0,1,0,0,0,0,3,31.999765,1,1,1,2,1.0,1,1,1
2,46.156776,1,3,4029.796367,0,2,3,3,0,3,2,28.021971,1,0,1,1,1.0,0,1,0
0,12.159092,0,0,1488.825644,0,4,1,1,0,3,3,33.361262,1,1,3,3,1.0,1,1,0
3,17.194194,3,3,3186.566321,3,2,2,2,0,3,2,34.021188,1,1,0,2,2.0,0,1,0
2,20.420811,1,7,2603.786022,4,2,3,2,0,2,2,25.162531,0,1,0,2,1.0,1,1,0
1,18.096742,1,4,3459.060798,4,4,2,2,0,3,1,49.646551,0,1,1,1,1.0,0,1,1
3,12.17858,4,0,3453.282452,2,2,3,3,0,3,2,22.775759,1,1,1,1,1.0,0,1,0
1,5.991394,2,10,779.264272,1,2,3,2,0,2,2,27.192273,1,1,1,2,1.0,0,1,0
3,19.673497,4,0,4694.514711,4,3,2,1,0,1,2,29.634206,0,1,0,2,1.0,0,1,1
3,23.60314,2,0,10412.642469,4,0,2,1,0,1,1,52.843986,1,1,0,0,1.0,1,1,0
3,12.226612,4,1,529.610914,0,2,3,2,2,1,2,32.903054,2,1,1,1,1.0,0,1,0
0,11.616503,3,7,1577.033723,0,2,3,2,0,3,2,32.78654,2,0,1,2,2.0,1,1,0
0,18.100108,2,4,1375.065038,0,3,2,1,1,3,1,41.20513,1,0,0,1,1.0,0,1,0
1,41.29674,1,0,6599.652351,0,2,3,2,0,1,3,28.560991,1,0,1,2,1.0,1,1,1
0,5.329094,2,1,1601.927429,0,2,1,2,0,1,0,38.357389,1,1,0,2,1.0,0,1,0
1,17.412429,4,0,14755.325574,0,2,0,1,0,1,3,23.465725,1,2,1,2,2.0,0,1,1
0,16.9756,3,7,1501.555812,0,0,1,2,0,2,0,60.976832,1,0,1,3,1.0,1,1,0
3,24.844467,4,4,3717.836567,4,3,3,1,0,3,2,25.699044,1,1,1,1,1.0,0,1,0
1,11.504594,2,10,721.330847,0,2,1,2,1,3,1,26.733092,1,1,0,2,1.0,1,1,0
0,12.203617,1,3,1104.132678,0,2,3,2,0,3,0,28.609992,1,0,0,3,1.0,1,1,1
0,23.184652,2,0,2702.888581,1,1,1,2,0,3,1,33.344981,1,1,0,1,1.0,0,1,0
1,28.276433,4,3,2775.674112,3,4,3,2,0,3,1,42.782436,1,2,1,2,1.0,1,1,0
1,42.525451,2,4,3149.039141,2,1,3,2,0,2,0,41.491183,0,1,0,1,1.0,1,1,0
0,51.096387,2,0,10046.596441,0,2,2,1,1,1,2,33.773024,1,1,0,2,1.0,0,1,1
3,17.572001,2,3,2564.590322,0,3,3,2,0,3,2,24.322112,1,1,0,1,1.0,0,1,0
1,32.130234,2,3,2510.430956,4,1,3,0,0,3,0,37.139896,1,1,0,2,1.0,1,1,0
1,7.727322,2,0,884.794453,4,1,2,1,0,0,3,22.621249,1,1,0,2,1.0,1,1,0
2,23.238222,4,3,1798.644171,0,0,3,1,0,1,1,55.386903,1,1,1,3,1.0,1,1,0
3,17.014161,3,4,4226.516131,0,4,3,2,0,1,0,33.1182,0,0,1,2,1.0,0,1,0
3,9.47132,2,0,1406.442921,0,0,3,2,0,3,1,53.85619,2,1,1,3,1.0,0,1,0
3,14.911714,2,2,3548.979864,4,4,1,0,0,3,0,28.660706,1,1,0,2,1.0,0,1,0
0,12.032889,3,3,296.199419,0,1,0,1,0,3,0,40.165449,1,1,0,1,1.0,0,1,0
1,35.660514,2,1,3103.775439,4,2,1,1,0,1,3,23.394537,1,1,0,3,1.0,1,1,1
0,12.152467,2,3,6620.238087,0,2,1,1,0,3,2,22.489326,1,1,0,2,1.0,1,1,1
1,11.246655,2,4,1234.135346,1,3,2,1,0,2,0,24.73319,1,0,0,2,1.0,0,1,0
0,34.603012,2,4,11467.039173,0,1,3,1,0,0,3,38.558505,1,1,0,1,1.0,0,1,0
3,16.444189,4,10,1337.326791,4,4,2,0,0,3,2,29.368821,1,0,3,2,1.0,0,1,0
